WorkOrder,PICCNO,Textbox8,Textbox9,Textbox10,Folio_Name,StreetAddress,StreetAddress3,StreetAddress2,Textbox19,StreetAddress5,Textbox18,NotesToTP,StreetAddress4,Textbox16,StreetAddress6,Textbox68,Textbox22,Textbox24,Textbox26,Work_Onsite_Date_Time,Work_Completed_Date_Time,Textbox50,TradeDescription,ItemCode,quantity1,Textbox15,Textbox6,StreetAddress11,StreetAddress13,StreetAddress15,Work_Done_Text,Textbox76,Textbox77,*AccountCode,*ContactName,*Description,*DueDate,*InvoiceDate,*Quantity,*TaxType,*UnitAmount,Currency,InventoryItemCode,Reference
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"LATCH/LOCK, ADJUST",6/12/2023,6/11/2023,1.0,No Tax,32.11276,NZD,CHD100 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"COAT HOOK, REPL",6/12/2023,6/11/2023,2.0,No Tax,18.37611,NZD,CHM300 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,PLSTR BD PATCH,6/12/2023,6/11/2023,2.0,No Tax,43.070009999999996,NZD,CLI200 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"DR WEATHER SEAL, S&F",6/12/2023,6/11/2023,1.0,No Tax,83.87374,NZD,CHD800 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"CARPENTRY DAYWORK, LABOUR",6/12/2023,6/11/2023,1.0,No Tax,69.70948999999999,NZD,CAA100 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"CABINET CHILDPROOF CATCH, S&F/REPL",6/12/2023,6/11/2023,3.0,No Tax,17.17883,NZD,CHC400 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"DR STOP, REPL",6/12/2023,6/11/2023,1.0,No Tax,14.34598,NZD,CHD500 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"CABINET DR <=0.4m2, REPL",6/12/2023,6/11/2023,1.0,No Tax,140.43453,NZD,CJD200 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,PLSTR BD PATCH,6/12/2023,6/11/2023,1.0,No Tax,43.070009999999996,NZD,CLI200 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"DR STOP, REPL",6/12/2023,6/11/2023,1.0,No Tax,14.34598,NZD,CHD500 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"WET WALL LININGS, REPL",6/12/2023,6/11/2023,0.5,No Tax,185.53564,NZD,CLW100 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"DR STOP, REPL",6/12/2023,6/11/2023,2.0,No Tax,14.34598,NZD,CHD500 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,PLSTR BD PATCH,6/12/2023,6/11/2023,3.0,No Tax,43.070009999999996,NZD,CLI200 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"BALUSTRADE EXT TIM, REPL",6/12/2023,6/11/2023,11.5,No Tax,294.94779000000005,NZD,CSB500 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"FENCE TIM 1200 HIGH, S&F",6/12/2023,6/11/2023,0.0,No Tax,135.77,NZD,YFE380 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,FENCE SHORT LENGTH PREM,6/12/2023,6/11/2023,1.0,No Tax,160.41,NZD,YFE610 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"GATE, REM",6/12/2023,6/11/2023,1.0,No Tax,48.58,NZD,YGT180 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"LETTERBOX, REFIT TO POLE",6/12/2023,6/11/2023,1.0,No Tax,24.24,NZD,YLB110 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"LETTERBOX POST, REPL",6/12/2023,6/11/2023,1.0,No Tax,204.87,NZD,YLB150 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,PLSTR BD PATCH,6/12/2023,6/11/2023,2.0,No Tax,43.070009999999996,NZD,CLI200 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,"DR STOP, REPL",6/12/2023,6/11/2023,1.0,No Tax,14.34598,NZD,CHD500 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,Spotless,WC/BATH PRIVACY TURN KNOB,6/12/2023,6/11/2023,1.0,No Tax,103.9068,NZD,CHD540 new,R5497282-3 - 40 GEAR TCE  PORIRUA EAST PORIRUA
